"Twin","RMSE_mAge_BernabeuE2023c","RMSE_mAge_CBL_common","RMSE_mAge_CBL_specific","RMSE_mAge_Cortex_common","RMSE_mAge_epiTOC2","RMSE_mAge_HannumG2013","RMSE_mAge_HorvathS2018","RMSE_mAge_LevineM2018","RMSE_mAge_LuA2019","RMSE_mAge_LuA2023p1","RMSE_mAge_LuA2023p2","RMSE_mAge_LuA2023p3","RMSE_mAge_McEwenL2019","RMSE_mAge_PCHannumG2013","RMSE_mAge_PCHorvathS2013","RMSE_mAge_PCHorvathS2018","RMSE_mAge_PCPhenoAge","RMSE_mAge_ShirebyG2020","RMSE_mAge_ZhangQ2019","RMSE_mAge_ZhangY2017"
"dizygotic_twinpair_57",6.13262348467997,2.23732302324691,6.09749873766272,18.3883048630497,1786.95501579951,3.52716858446058,9.0675341022121,24.0029042797524,54.5489918978173,23.8726934799611,4.32161191599402,11.8454917856573,40.6362562996849,14.667618323002,1.9740355171903,7.47134025150671,24.1230522878788,11.858018322409,6.52475238877575,61.6471814384646
"dizygotic_twinpair_58",10.9367027633635,8.3899440137681,5.611269616659,19.7948372539351,1237.33637420658,9.69679111984233,4.15077636394872,28.4988042704523,51.0200857166254,19.8603929054132,4.7890553510039,9.48808611134845,40.7967494828054,12.3471076725582,5.10645874569496,11.7048145038481,19.5740019835391,7.0702169886261,9.98194140571634,58.4014858681388
"dizygotic_twinpair_59",12.8819991739967,9.59690270563489,4.12851521245772,18.1474821892261,692.177339462773,20.8641388312664,5.78679515448258,32.4772130915266,53.0874728059373,21.1644230028589,4.60509350628442,10.6046996526515,41.183634790846,12.024064611941,6.15644631424636,12.9609623375749,24.8612182776948,9.90527990557858,9.27003814779778,60.0141864823002
"dizygotic_twinpair_6",9.52249625751501,11.8612942424837,13.5183984861568,21.7642293359888,2276.08251554116,3.84030267567127,3.04579682539771,19.1179828355425,43.3822397178,18.4304387113362,1.55034716345172,6.52055035406403,29.7368884937923,21.4108152289627,8.05068016800635,4.09797472768793,35.3933163297339,8.246080273172,6.58319061316948,50.3257058843162
"dizygotic_twinpair_60",1.63238950390001,2.99704083820578,16.898549263997,12.0846489910827,1356.10573109124,7.64968151265467,8.99400683735842,13.2368085493182,36.6786502902869,7.39101560062364,9.99389559846901,2.93251562940834,24.7522445503833,29.3242187584433,6.7520633504707,10.0022355443454,42.2358116996042,13.4384169757376,1.49808887558888,43.8097193981554
"dizygotic_twinpair_61",17.7061852272806,15.503526908288,5.09907213179593,25.3539485483798,1268.41738620492,16.24965012585,1.90673465780294,40.9555821889347,65.4790428440967,27.5256261400863,12.1828244647545,18.2855381020883,51.3947330720844,3.47755874010158,11.4926877505552,17.5409087206641,13.25398657733,2.12576353545065,17.8410566516733,72.8084372298115
"dizygotic_twinpair_62",18.6013131494639,19.1959397616089,5.24257996947803,32.0403471840276,1463.76199260569,18.6582813094901,3.9813057123512,36.1869368557159,66.1251221688936,35.9196498133793,17.2262420225786,23.658924173029,50.9528398322107,6.65986467995193,15.244181194882,20.7483184169363,15.4496354534409,5.11390874435675,18.2683233666129,73.4979368677241
"dizygotic_twinpair_63",11.9073876696872,15.44952948097,2.239373326375,30.009940279187,2503.87614946082,4.23261756192429,8.24354792283797,28.4236037270223,68.4357209532986,36.8295746694118,12.5988948540261,18.7707275647845,48.6790170435869,10.4157590653676,11.4850125120041,9.3138547717962,22.6841354422061,4.28988532881461,11.0457380747004,75.4687839913391
"dizygotic_twinpair_64",9.37624553039696,4.99340253733403,7.85918844824483,15.1548529969841,1751.43536684208,15.2688242923266,8.17632755655987,27.6831728574035,53.5945514272757,20.9254970250795,8.378603275166,13.6535571559375,42.6153619832543,10.2454479445616,2.30439366110062,10.9808589788254,19.9340026109718,4.38073661669871,6.73026612855161,61.0887351241815
"dizygotic_twinpair_65",3.8942303582339,3.1705374225368,14.0992375030794,11.1916162735417,913.461508082244,5.98300668634578,5.38910439766315,19.7598729347375,34.9054870553715,6.43057623288867,8.48080478542001,3.24792892425464,25.631521350321,25.1298086027174,7.06193934851576,4.66587987899801,35.8743362718778,7.87895965732819,1.55597705652373,42.0663745259733
"dizygotic_twinpair_7",11.8276014830955,8.48709405451235,8.07035330780523,17.2580376048221,1897.8119641509,9.34088514163343,5.71057649516204,30.0355401641497,64.0134582097378,22.8768547358844,7.63981957451366,13.5953156261196,51.694769302972,10.1619213762024,5.96895500312741,7.56086715657645,19.0371956105357,5.82376910240116,14.4777278340375,71.0354709391111
"dizygotic_twinpair_8",13.7929204235667,10.3424268217947,2.03693814711787,19.4277414952691,1287.36957258192,17.6314014209035,2.26742240155015,34.4761001901406,55.7651338205022,21.9289023220979,7.31301587221134,13.8926136136811,46.1544334373239,7.11467729646371,6.40257144237313,16.7776000892151,13.5445659943382,2.27737364719588,12.2695797198889,63.1036895689447
"monozygotic_twinpair_1",9.88779871531344,13.0848349553693,2.30124733898274,24.5132707654271,1715.38947459853,7.98355825973142,3.47177383779666,27.9446714637639,56.4853607262105,23.584793543098,6.16367788367438,13.7007307240535,43.635962657604,12.7664104571664,4.83817729184651,8.36768850232667,22.2441481287127,5.20240522642609,10.4780420603399,63.8004280139714
"monozygotic_twinpair_10",9.92098178789113,4.1498580783672,7.08224932535708,15.1353112057865,917.046433282967,5.50744749685099,2.20241618181849,25.9932994869311,44.7219341645551,12.0657870864406,2.679794351285,6.93524518705944,36.6314902275441,15.8730714595128,1.71611027383926,5.00547417589488,27.1872413681655,4.23552871854089,6.9875089369617,52.2104121896532
"monozygotic_twinpair_11",10.5973857892549,12.3824663922925,3.75018969254829,21.2374371356865,1037.87714499634,11.7146498800824,5.49112413456522,26.0664246450236,57.4072471589541,16.0955678498739,3.34751018283921,5.81799791988144,48.4879614936752,10.4901367598714,5.30804037865824,1.25482175076227,24.649288892523,8.56567737779943,12.2922142115594,64.1076840587157
"monozygotic_twinpair_12",22.5371868885875,15.521050905738,16.7460411766318,20.3277178949181,953.850371465459,29.4598924911965,4.46191106761587,39.6219070192289,68.5272070805831,25.431326044704,9.30195086899661,17.1580015151559,59.2920465019594,6.55868931409927,13.2768189674734,21.411139546121,10.9760286304115,4.52715918938408,22.3832510255612,75.4910240500252
